objectid,parentid,title,creator,date,year_started,year_gone,valuation,architect,contractor,alternate_names,description,buildings_present,day_book_excerpt,subject,location,latitude,longitude,filename,original_filename,source,identifier,format,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text
cornerstones0203,,Photograph of the front and east side of Osborn Cottage,,1926,,,,,,,Photograph of the front and east side of Osborn Cottage,Osborn Cottage,,,Osborn Cottage; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones202_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2704,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones202_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones202_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones202_c001_th.jpg,
cornerstones0204,,Photograph of Lillian Spray sitting outside of Osborn Cottage,,1906,,,,,,,"Photograph of Lillian Spray sitting outside the southwest corner of Osborn Cottage. Annotation: ''Mrs. Lillian Spray, housekeeper for Prof. Summers, sitting in front of the Osborn Cottage when the Summers family lived there. Around 1906.''",Osborn Cottage,,,Osborn Cottage; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones203_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2707,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones203_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones203_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones203_c001_th.jpg,
cornerstones0205,,Photograph of the front and west side of Osborn Cottage,,1948,,,,,,,Photograph of the southwest corner of Osborn Cottage with a car parked facing the west side of the building.,Osborn Cottage,,,Osborn Cottage; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones204_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2710,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones204_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones204_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones204_c001_th.jpg,
cornerstones0206,,Photograph of the southeast corner of the Laboratory of Mechanics,,1892,,,,,,,Photograph looking north-west at the southeast corner of the Laboratory of Mechanics. The southeast corner of the Power Station can be seen behind (to the right) of the Laboratory of Mechanics.,Laboratory of Mechanics; Power Station ,,,Laboratory of Mechanics; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones205_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2713,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones205_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones205_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones205_c001_th.jpg,
cornerstones0207,,Photograph of the north side of the Laboratory of Mechanics,,2002,,,,,,,Photograph looking southeast at the north side of the Laboratory of Mechanics.,Laboratory of Mechanics,,,Laboratory of Mechanics; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones206_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2716,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones206_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones206_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones206_c001_th.jpg,
cornerstones0208,,Photograph of the southeast corner of the Laboratory of Mechanics,,,,,,,,,"Photograph looking north-west at the southeast corner of the Laboratory of Mechanics. The Quarantine Hospital can be seen to the west (left) of the Laboratory and the Steam & Gas Lab, Marston Water Tower, and Building A can be seen to the north (right).","Left to right: Quarantine Hospital; Laboratory of Mechanics; Steam and Gas Laboratory; Marston Water Tower; Building ""A""",,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones207_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2719,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones207_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones207_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones207_c001_th.jpg,
cornerstones0209,,Photograph of the north side of the Laboratory of Mechanics,,1989,,,,,,,Photograph of the north side of the Laboratory of Mechanics looking down from Black Engineering with the Student Services Building and Friley Hall visible behind (at the top). Annotation: ''Lab of Mechanics Bldg 6/89 from top of Black Engineering.'',Laboratory of Mechanics; Student Services Building; Friley Hall,,,Laboratory of Mechanics; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones208_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2722,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones208_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones208_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones208_c001_th.jpg,
cornerstones0210,,Photograph of the Laboratory of Mechanics,,,,,,,,,"Photograph looking north-west of the southeast corner of the Laboratory of Mechanics. The Marston Water Tower can be seen to the north (right). Annotation: ""First Engineering Hall, built in 1883. Now called T & A M Lab.""",Laboratory of Mechanics; Marston Water Tower,,,Laboratory of Mechanics; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones209_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2725,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones209_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones209_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones209_c001_th.jpg,
cornerstones0211,,Photograph of the English Office Building,,1987,,,,,,,"Photograph of the front (east) of the English Office Building. Annotation: ''English Office Bldg 1987 (see VEISHEA '87 program, p. 34).''",English Office Building,,,English Office Building; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones210_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2728,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones210_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones210_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones210_c001_th.jpg,
cornerstones0212,,Photograph of the front of the English Office building,,1900,,,,,,,Photograph of a person walking in front of the English Office building.,English Office Building,,,English Office Building; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones211_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2731,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones211_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones211_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones211_c001_th.jpg,
cornerstones0213,,Photograph of the northeast corner of the English Office Building,,,,,,,,,Photograph of the front and right (north) side of the English Office Building. There are eight people standing around the front and south side of the building.,English Office Building,,,English Office Building; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones212_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2734,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones212_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones212_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones212_c001_th.jpg,
cornerstones0214,,Photograph of the south side of the English Office Building,,,,,,,,,Photograph of the south (left) side of the English Office Building.,English Office Building,,,English Office Building; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones213_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2737,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones213_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones213_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones213_c001_th.jpg,
cornerstones0215,,Photograph of engineering laboratories,,1910,,,,,,,"Photograph looking southwest at engineering laboratories. Following the sidewalk from left to right the buildings shown are the Laboratory of Mechanics, the Power Station, Building A, and the Aerospace Laboratory. To the west (right) of the Laboratory of Mechanics is the Quarantine Hospital, to the west of the Power Station is the Machine Shop, and to the west of Building A is Building B. Annotation: ''l. To r.; T. & A M Lab. (old Engineering Hall) 1884; site of M E Lab--picture of old power station--before 1908; Building A (old Foundry) 1898; Aeronautics Bldg (old Wood & Pattern Shop) 1898.''","Left to right: Laboratory of Mechanics; Power Station; Building ""A""; Aerospace Laboratory; Quarantine Hospital; Machine Shop; Building ""B""",,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones214_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2740,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones214_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones214_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones214_c001_th.jpg,
cornerstones0216,,Photograph of the President's Office,,1900,,,,,,,Photograph showing the front (east side) of the English Office Building when it was the President's Office. Annotation: ''President's Office 1884-1904 now English Office Bldg.'',English Office Building,,,English Office Building; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones215_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2743,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones215_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones215_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones215_c001_th.jpg,
cornerstones0217,,Photograph of the north side of the Veterinary Hospital,,1900,,,,,,,Photograph showing three people standing outside the north side of the Veterinary Hospital. Annotation: ''Veterinary Hospital view from north early 1900s?'',Veterinary Hospital,,,Veterinary Hospital; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones216_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2746,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones216_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones216_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones216_c001_th.jpg,
cornerstones0218,,Photograph of the 1905 Veterinary senior class,,1905,,,,,,,"Photograph of the 1905 senior class standing outside the north side of the Veterinary Hospital. Annotation: ''Veterinary Hospital senior class May 24, 1905.''",Veterinary Hospital,,,Veterinary Hospital; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones217_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2749,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones217_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones217_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones217_c001_th.jpg,
cornerstones0219,,Photograph of the west and south sides of the Veterinary Hospital,,,,,,,,,"Photograph looking across Lake LaVerne at the west and south sides of the Veterinary Hospital. Annotation: ""Old Carpenter & Paint Shop on site of M.U. Formerly the Veterinarians' Hospital, this structure was torn down in 1927.""",Veterinary Hospital,,,Veterinary Hospital; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones218_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2752,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones218_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones218_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones218_c001_th.jpg,
cornerstones0220,,Photograph of the dismantling of the Veterinary Hospital,,1926,,,,,,,"Photograph looking north at the dismantling of the Veterinary Hospital. Beardshear Hall can be seen to the north-west (left), and the Campanile can be seen to the north (rising behind the Veterinary Hospital).",Left to right: Beardshear Hall; Veterinary Hospital; Campanile,,,Veterinary Hospital; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones219_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2755,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones219_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones219_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones219_c001_th.jpg,
cornerstones0221,,Photograph of the south side of the Veterinary Hospital,,1922,,,,,,,Photograph showing the south side of the Veterinary Hospital.,Veterinary Hospital,,,Veterinary Hospital; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones220_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2758,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones220_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones220_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones220_c001_th.jpg,
cornerstones0222,,Photograph of the west side of the Veterinary Hospital,,1923,,,,,,,Photograph showing the west side of Veterinary Hospital including the attached storage shed.,Veterinary Hospital,,,Veterinary Hospital; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones221_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2761,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones221_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones221_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones221_c001_th.jpg,
cornerstones0223,,Photograph of the west side entrance to Landscape Architecture,,1948,,,,,,,Photograph showing three people outside the entrance to Landscape Architecture.,Landscape Architecture,,,Landscape Architecture; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones222_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2764,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones222_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones222_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones222_c001_th.jpg,
cornerstones0224,,Photograph of the Horse Barn and Dinky tracks,,,,,,,,,Photograph showing three people walking east along the Dinky tracks as they pass by Landscape Architecture when it was the Horse Barn.,Landscape Architecture,,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones223_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2767,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones223_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones223_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones223_c001_th.jpg,
cornerstones0225,,Photograph of the southwest corner of the Horse Barn,,,,,,,,,"Photograph of the southwest corner of Landscape Architecture when it was the Horse Barn. The Cattle Barn can be seen to the north (left), and the Theater Workshop (when it was the Judging Pavilion) can be seen to the east (right). Dinky tracks run along the south (foreground) of the buildings.",Left to right: Cattle Barn; Landscape Architecture; Theater-Workshop,,,Landscape Architecture; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones224_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2770,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones224_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones224_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones224_c001_th.jpg,
cornerstones0226,,Photograph of the west side of Landscape Architecture,,,,,,,,,Photograph showing a person standing outside the entrance to Landscape Architecture.,Landscape Architecture,,,Landscape Architecture; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones225_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2773,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones225_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones225_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones225_c001_th.jpg,
cornerstones0227,,Photograph of the Engineer's Cottage,,,,,,,,,"Photograph showing people and a team of horses standing in the street in front of the Engineer's Cottage. Annotation: ''Engineer's Cottage built in 1899 just east of the greenhouse. About 1915 it was moved to its present location as the eastern most cottage across from the heating plant. For some years it was the home of George Mitchell, farm superintendent.''",Engineer's Cottage,,,Engineer's Cottage; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones226_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2776,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones226_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones226_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones226_c001_th.jpg,
cornerstones0228,,Photograph of the northeast corner of the English Office Building,,,,,,,,,"Photograph of three people walking past the northeast corner of the English Office Building. Part of Carver Hall can be seen to the south (left). Annotation: ''Formerly Supt. of Grounds Thos. Sloss' Building in early 1900's now the ""Old English Bldg"" this building housed offices of the Iowa State Student, published tri-weekly and printed at Ames Tribune, downtown Ames, in 1910 and later. MU Director Harold Pride served as editor, as did others who followed during years when sentiment for some recognition of war service was reflected in news, letters and editorials. Many meetings of committees were held here, and in the adjacent Alumni Hall, until alumni, faculty and student opinion crystalized into the first drive for Memorial Union pledges in 1920.''",English Office Building,,,English Office Building; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones227_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2779,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones227_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones227_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones227_c001_th.jpg,
cornerstones0229,,Photograph of a group of people outside the Post Office,,1920,,,,,,,Photograph of people outside the Hub when it was the Post Office. There is a banner on the Hub reading ''Be loyal. Vote for student memorial and raise the thermometer for your division.'' Morrill Hall can be seen to the east (right).,Left to right: The Hub; Morrill Hall,,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones228_c001.jpg,,Iowa State University. Facilities Planning and Management records,universityphotographs2782,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones228_c001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones228_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones228_c001_th.jpg,
