objectid,parentid,title,creator,date,year_started,year_gone,valuation,architect,contractor,alternate_names,description,buildings_present,day_book_excerpt,subject,location,latitude,longitude,filename,original_filename,source,identifier,format,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text
buildingprofile0001,,Marston Cottage,,,1868,1958,5200,C.A. Dunham,N.P. Starks,,"Built 1868-1870, Marston Cottage was the third of the three “Professors’ Houses”. Its first occupant was Professor William A. Anthony, who resigned in 1872; the second was Alexander Thomson, who resigned in 1884, and the house was shared at times with Albert E. Foote and E.R. Hutchins. General James Rush lived there from 1885 to 1891, after which Anson Marston occupied the house from 1892 until he died in 1949, occasionally sharing it with Samuel W. Beyer. Mrs. Marston lived there until the house was razed in 1958 to make room for the addition to Helser Hall. The brick house included a basement, two full floors, and a large attic. Over time, several modifications were made, including the addition of back stairs in 1874, major repairs in 1904, a screened porch in 1913, and a basement garage in 1923.",,,,Marston Cottage; Ames; Iowa,42.02370168,-93.6513788,,,,,,,,building,,/objects/small/04-08-i_marstoncottage_0263-09-01_sm.jpg,/objects/thumbs/04-08-i_marstoncottage_0263-09-01_th.jpg,
buildingprofile0002,,South Hall,,,1868; 1871,1912,4500,C.A. Dunham,N.P. Starks,,"Built 1868-1869, South Hall was the first of the three “Professors’ Houses”, and stood on what is now Union Drive. The two-story structure featured a mansard roof, a west-facing front porch, second-story windows that extended into the roof, and a tower-like element at the southwest corner. It was occupied by President Welch from 1869 to 1879, during which time an addition was completed in 1871. After the Welch family moved to The Gables, the building was repurposed for the Botany and Veterinary Medicine departments. In 1880, it was modified for use by Domestic Economy and sustained damage during a tornado in 1882. By 1896, South Hall had become Music Hall, serving that role until it was destroyed by fire in 1912. It was connected to the campus sewer system in 1897.",,,,South Hall; Ames; Iowa,42.02455896,-93.64547466,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/vetmed/small/rs014-001-009b016f001i010_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/vetmed/thumbs/rs014-001-009b016f001i010_th.jpg,
buildingprofile0003,,Music Hall,,,1868; 1899,1978,6000,C.A. Dunham; H.F. Liebbe; Proudfoot & Bird & Rawson,N.P. Starks; W.M. Rich; Thos. Sloss ,The Maples; Stanton House,"Built 1868-1870, Music Hall was the second of the three “Professors’ Houses”, and was first occupied by mathematics Professor George W. Jones. Edgar W. Stanton lived with Jones's family, and from 1879 to Stanton's death in 1920, the home was known as the Stanton House. The house was remodeled in 1899 with a 20-foot east addition, repaired in 1904, and updated in 1914 with central heating and a basement garage. After her husband's death, Mrs. Stanton continued to live in the house, and when she started a tea room in 1922, the home became known as ""The Maples."" Mrs. Stanton moved out in 1924, and the Home Economics Department continued operating the tea room. In 1926, the east (front) porch was enclosed, and the kitchen was enlarged. In 1928, the tearoom closed with the opening of the Memorial Union, and the Music Department moved in. The name ""Music Hall"" became official in 1929. The house was torn down in 1978 to make way for the new music building, which was constructed on the site.",,,,Music Hall; Ames; Iowa,42.02474613,-93.64800274,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones148_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones148_c001_th.jpg,
buildingprofile0004,,Mortensen Cottage,,,1877; 1884,1927,2250,,,Budd House,"Built in 1877 where Botany Hall now stands, Professor J.L. Budd built Mortensen Cottage for his family and sold the house to the College for $2,000 in 1884. During this time, a two-story addition was added to this house after a cyclone blew down the chimneys in 1882. Mortensen Cottage was moved in 1892 to make room for the Botany Hall. The house was occupied by several tenants, including J.L. Budd (1877–1890), D.A. Kent (1891–1894), J.B. Weems (1895–1903), G.L. McKay (1904–1907), and Martin Mortensen (1908–1926). It was demolished in 1927 to make way for the new Dairy Industries Building.
",,,,Mortensen Cottage; Ames; Iowa,42.02786119,-93.64575704,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones198_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones198_c001_th.jpg,
buildingprofile0005,,Chemical and Physical Laboratory,,,1870;1873,1913,25000,Hugh Brown of Iowa City,,Physical Laboratory,"Proposed in 1868 due to a lack of proper laboratory space, the Chemical Laboratory was completed in 1871 as a small brick building for approximately $5,000. Between 1874 and 1875, a larger Physical Laboratory was added to the east end. The expanded building housed the Chemistry, Physics, Mechanical, and later Electrical Engineering departments, featuring lecture rooms, laboratories, and an observatory. Additions and upgrades continued, including a second flood in 1891, steam heat in 1892, and a third-floor expansion in 1910 as the building became overcrowded. The laboratory was destroyed by fire on March 25, 1913.
",,,,Chemical and Physical Laboratory; Ames; Iowa,42.02577339,-93.64970097,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones184_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones184_c001_th.jpg,
buildingprofile0006,,Main Building,,,1864; 1871,1901; 1902,150000,C.A. Dunham,Jacob Reichard,College Building; The College; Old Main,"Built between 1864 and 1868, the Main Building was Iowa State’s first major campus structure. Designed by C.A. Dunham after earlier plans were revised, the large brick building housed classrooms, laboratories, a library, a museum, dining facilities, and student and faculty living quarters. An addition completed between 1871 and 1873 expanded its capacity, though the building quickly became overcrowded. Throughout its use, Old Main underwent numerous repairs and upgrades, including heating system replacements, structural reinforcements, and the addition of electric lighting in 1884. Despite these efforts, persistent structural issues and aging infrastructure remained. A fire in December 1900 destroyed the north wing, and a second fire in August 1902 destroyed the south wing, leading to the building’s complete loss. The structure served the college for just over thirty years before being replaced by Beardshear Hall.
",,,,Main Building; Ames; Iowa,42.02660816,-93.64794385,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_oldmain_275-4-1_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_oldmain_275-4-1_th.jpg,
buildingprofile0007,,Cattle Barn (First),,,1924; 1931,1931,38969,Proudfoot; Rawson; Soers & Thomas,"Netcott Bros,; Fred Fisher; J.E. Whitfield Construction Co.",,"Construction of the Cattle Barn started in 1924, but due to a lack of funds, it was completed in late 1926. The barn included silos at the northeast and northwest corners. On October 6, 1931, lightning struck the building, igniting a fire that completely destroyed the barn. The rebuild was completed the following February, and the silo that received the lightning blow was not rebuilt until 1935. Another fire on October 19, 1958, burned the east wing roof and a large quantity of hay. The silos were razed in 1968.",,,,Cattle Barn (First); Ames; Iowa,42.0283564,-93.64316207,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones025_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones025_001_th.jpg,
buildingprofile0008,,The Farm House,,,1860,,36234,Milens Burt of Muscatine,Built by day labor,Knapp-Wilson House,"Construction of the Farm House (Knapp-Wilson House) began in 1860 and was completed in 1865 as the first building on Iowa State’s campus. Built by day labor, it served as an early residence for farm and college operations. The structure was expanded and modified over time, including additions, repairs, and conversion into a two-family residence in the late 1880s. After decades of use and continued updates, it was designated a National Historic Landmark in 1965. Restored between 1972 and 1975, the building now serves as a museum preserving Iowa State’s early history. ",,,,Farm House; Ames; Iowa,42.0272607,-93.64402082,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones003_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones003_001_th.jpg,
buildingprofile0009,,Boarding Cottage West,,,1880,1934,7500,Prof. T.L. Smith,P.S. Whiting; O.P. Stuckslager; David Dale,Stanton Hall; Hospital; Detention Ward,"As enrollment increased and the Main Building could no longer accommodate all students, proposals were made for a dormitory to house 120 students. Ten years later, funds were made available, and Boarding Cottage West was erected in 1880, consisting of 16 rooms. An addition was completed in 1882, the porch was added in August 1886, and in 1894, both floors of the cottage were remodeled. A year later, three rooms in the basement were made available for an electrical laboratory. The cottage was remodeled again in 1907 to serve as the College Hospital, until the new Hospital was built in 1918, when Boarding Cottage West became the detention ward. Further remodeling took place in 1920, and the building was razed in 1934. ",,,,Boarding Cottage West; Ames; Iowa,42.02523342,-93.65033545,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones172_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones172_c001_th.jpg,
buildingprofile0010,,Feeding Barn,,,1880,1901,600,Prof. T.L. Smith,F.S. Whiting,,"The Feeding Barn was built in 1880. Designed by Prof T.L. Smith, the Feeding Barn was constructed under contract with F.S. Whiting at a total cost of $792.10. The barn was authorized for repairs in 1890, funded by Experiment Station resources. In October 1901, a fire originating in the barn destroyed the structure along with the Experiment Station Barn. 
",,,,Feeding Barn; Ames; Iowa,42.02828952,-93.64183944,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones022_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones022_001_th.jpg,
buildingprofile0011,,Horticulture Barn (First),,,1881,1899,200,,,,"In 1881, Professor Budd requested to purchase horses and build a shelter for them, though only the horses were initially approved. Budd built the barn himself and was reimbursed by the Board in 1882. The barn was practically destroyed by a cyclone on April 8, 1882, and was moved to the gardener’s house in 1897 with the recommendation that the barn be repaired. ",,,,First Horticulture Barn; Ames; Iowa,42.02825497,-93.64860608,,,,,,,,building,,,,
buildingprofile0012,,Eastwood Cottage,,,1878,ca. 1890,400,,,Farm Workman's Cottage,"Built in 1878 as a one-acre farm workman’s cottage, Eastwood Cottage was originally leased to L.L. Eastwood. He later offered to sell the cottage, and it was purchased by the college in 1882. The house was being used by the Experiment Station in 1888, and was razed sometime between 1888 and 1896, as it no longer appears on later campus maps. ",,,,Eastwood Cottage; Ames; Iowa,42.03227139,-93.65184337,,,,,,,,building,,,,
buildingprofile0013,,Pope Cottage,,,1877,,2700,,,,"This house was built in 1877 by Chemistry Professor Thomas E. Pope, on the south side of what is now Lincoln Way. Pope sold the property to the College in 1884. Professor Wynn had been renting Pope Cottage before the sale, and remained there through 1885. The frame house consisted of two stories and a basement. Plumbing and electricity were installed in 1902, and the porch was added in 1924.",,,,Pope Cottage; Ames; Iowa,42.02234994,-93.64233119,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones153_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones153_c001_th.jpg,
buildingprofile0014,,North Hall,,,1880,1926,10455,Prof. T.L. Smith,F.S. Whiting,Servants' Hall; Margaret Hall Annex,"Built in 1880, North Hall was constructed to house the Agriculture, Veterinary Science, and Botanical departments. Completed for occupancy in 1881, the building was heavily damaged by a tornado in 1882 but was quickly repaired. A porch was added in 1886, and two years later, a water supply and coal stoves were installed. After Margaret Hall was built in 1894, North Hall became an attached wing of the new building, with spaces converted for kitchen use, domestic economy functions, and servants’ rooms. North Hall was razed in 1926. ",,,,North Hall; Ames; Iowa,42.02844685,-93.64695228,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones144_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones144_c001_th.jpg,
buildingprofile0015,,The Gables,,,1879,1963,10000,,,International House,"Built in 1879-1880 as a home for President Welch and his family, The Gables was later purchased by Professor Millikan Stalker and eventually passed to Iowa State College in 1928. Renamed International House, it served as a residence for international male students. The building sustained significant fire damage in 1951 but was repaired and continued in use until it was intentionally demolished in 1963 to make way for Buchanan Hall.   ",,,,Gables; Ames; Iowa,42.0220868,-93.64375315,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones181_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones181_c001_th.jpg,
buildingprofile0016,,The Hub,,,1892,,19939,Josselyn & Taylor,Whiting & Wood,Depot; Bookstore; Post Office,"Built in 1892, The Hub originally served as a depot, bookstore, and post office to support the Ames and College Railway. After the railway was discontinued in 1908, the building was relocated and continued to function as a bookstore and post office, with multiple additions made in 1920, 1946, and 1952. The bookstore moved to the Memorial Union in 1958, and the building remained a post office until 1963. Renamed “The Hub” in 1959, it was repurposed for food services and later housed additional campus functions, including a copy center, ticket office, and traffic office.",,,,The Hub; Ames; Iowa,42.02694818,-93.64821115,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones228_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones228_c001_th.jpg,
buildingprofile0017,,Botany Hall,,,1892; 1903,,122036,Josselyn & Taylor; Proudfoot & Bird, Whiting & Wood; C.E. Atkinson,(Old) Agricultural Hall; Ag. Engineering Hall; Addn. called Farm Mechanics Building,"Built in 1892, Botany Hall comprised four stories and a basement used for horticulture. The first floor housed a livestock room and the agricultural chemistry and horticulture departments, while the second floor was used for offices and recitation rooms. The third floor housed veterinary offices, laboratories, and a museum, while the top floor was used by literary and scientific societies. By 1897, Botany Hall showed signs of structural issues, including floor settlement and plaster cracking. A Farm Mechanics and Soil Physics addition was built in 1903. The building was mainly used for storage after the Agricultural Engineering department moved in in 1922. The building was renamed Botany Hall, and the Botany department used it from 1928 to 1967, followed by the Seed Laboratory until 1977, and the Psychology department in 1968. ","

",,,Botany Hall; Ames; Iowa,42.02798589,-93.64586695,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_catthall_234-1-6_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_catthall_234-1-6_th.jpg,
buildingprofile0018,,Creamery (Second),,,1891,1905,12000,,,,"The second Creamery was built between 1891 and 1893 to replace the original creamery. Initial funding was insufficient, requiring additional appropriations in 1892 to complete workspaces, laboratories, and dormitory rooms above the facility. Minor changes and repairs were made, and an addition was constructed in 1898. By 1903, the building was considered outdated and too costly to maintain. It was authorized for demolition in 1904, remained in use briefly, and was razed in 1905.",,,,The Second Creamery; Ames; Iowa,42.02590533,-93.64367799,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones161_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones161_c001_th.jpg,
buildingprofile0019,,Teamster's Cottage #2,,,1890,1970,2000,Josselyn & Taylor,,Experiment Station; Farm Foreman's House,"Teamster's Cottage #2 was built in 1890, where Bessey Hall now stands. It was initially constructed as housing for Experiment Station employees, and was occupied by Capt. Speer and his family. In 1900, interior modifications were recommended, and in 1915, the house was relocated to a site across from the power plant, where it became one of a group of five cottages. Teamster's Cottage #2 was razed in 1970.",,,,Teamster's Cottage; Ames; Iowa,42.02857236,-93.64443999,,,,,,,,building,,/objects/small/teamsters-crop_sm.jpg,/objects/thumbs/teamsters-crop_th.jpg,
buildingprofile0020,,Morrill Hall,,,1890,,71025,Josselyn & Taylor,General O.J. King,,"Morrill Hall was built from 1890 to 1890 to fill the need for a library, museum, and chapel. The building was named in honor of the Senator who had sponsored the Morrill bill, which established the land-grant college system. The hall was used by the zoology, entomology, and geology departments, and included a gymnasium, chapel, library, and a barber shop from 1905 to 1908. Alterations were made in 1914 when the library was removed and replaced by Agricultural Extension offices. Following safety concerns and renovations in 1922, more alterations were made to Morrill Hall in 1938 and 1955.",,,,Morrill Hall; Ames; Iowa,42.02741327,-93.64812271,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/04-08-j_campusscenes_0332-06-009_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/04-08-j_campusscenes_0332-06-009_th.jpg,
buildingprofile0021,,Bevier House,,,1888,,10500,Foster & Liebbe,Smith & Tusant,Experiment Station Building; Klatter Klub; Sloss House,"Bevier House was constructed in 1888 and included two stories and an attached propagating house. The house was assigned to the music department from December 1892 to May 1894, when the Botany department moved in, and the building was remodeled. In 1896, Bevier House moved, became a home for Margaret Hall's employees, and was known as the Klatter Klub. The house moved again in 1910 and was occupied by Thomas Sloss until 1924. Bevier House was moved again between December 1924 and March 1925, becoming the Isabel Bevier Home Management House, only to be moved again. In its final location, Bevier House served multiple purposes, including a home management house (1953 and 1955–1956), housing for graduate women (1953–1955 and 1956–1961), and office space for retired faculty members.",,,,Bevier House; Ames; Iowa,42.02777805,-93.64507249,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones175_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones175_c001_th.jpg,
buildingprofile0022,,Coburn House,,,1888,1975,8000,,,Knapp Residence; Practice House; Mary B. Welch House; Gertrude Coburn Home Management House,"Coburn House was constructed in 1888 on a one-acre leased site. and occupied by the Knapp family. In 1896, a water line to the house was authorized, and an addition was built in 1900. The house was sold to the college in 1920 and remodeled for use as a Home Economics Division practice cottage. The building was moved in 1925 and named the Mary B. Welch Home Management House, before being renamed the Gertrude Coburn Home Management House in 1928. The house was moved again in 1947 and continued to serve the Home Management function until the 1950s, when it was used for genetics research and the Psychology department. Coburn House was condemned in the early 1970s and razed in 1975.",,,,Coburn House; Ames; Iowa,42.02365976,-93.64242165,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones165_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones165_c001_th.jpg,
buildingprofile0023,,Greenhouse Attached to Bevier House,,,1888,1897,,Foster & Liebbe,Smith & Tusant,Propagating House,"The Greenhouse was built as an attached unit when Bevier House was constructed in 1888. When Bevier House was moved in 1896, the propagating house remained in place. In the spring of 1897, plans to move the structure were considered, but they were ultimately abandoned, and the greenhouse was demolished later that year. Materials from the structure were reused or sold, and the site was graded.",,,,Greenhouse; Ames; Iowa,42.02772783,-93.64492194,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones171_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones171_c001_th.jpg,
buildingprofile0024,,Veterinary Hospital,,,1884,1926,2500,Foster & Liebbe,V. Tomlinson,Carpenter Shop,"The Veterinary Hospital was constructed between 1884 and 1885 as a two-story building with additional space designed for animal care. Located approximately where the Pine Room is currently situated in the Memorial Union, the building initially served as a veterinary hospital, including clinics, animal stalls, and surgical spaces. As enrollment increased, the building became inadequate and underwent several updates, including connection to the central water supply in 1898. The Veterinary Department relocated in 1912, and the building was repurposed for storage. Between 1912 and 1921, a one-story shed was constructed for additional storage, and the Veterinary Hospital became known as the Carpenter Shop. The building was razed in 1926 to make room for the new Memorial Union Building. ",,,,Veterinary Hospital; Ames; Iowa,42.02375284,-93.64609178,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones217_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones217_c001_th.jpg,
buildingprofile0025,,Sanitary Building,,,1884,1927,5000,Foster & Liebbe,V. Tomlinson,Hospital; Music Hall; Cranford Hall,"Built between 1884 and 1885, the Sanitary Building served as a campus hospital, with additional use by the Veterinary Department until 1893. After the Veterinary Department relocated, the building was used exclusively as a hospital and underwent major remodeling in 1900. Following a 1902 fire, repairs were completed, and the Sanitary Building continued to operate as a hospital until 1907, when it was repurposed as a rooming house. The building, known as Music Hall, served the Music Department from 1912 until it was razed in 1927.",,,,Sanitary Building; Ames; Iowa,42.02444568,-93.64662715,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones156_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones156_c001_th.jpg,
buildingprofile0026,,English Office Building,,,1884,,6000,Foster & Liebbe; Josselyn & Taylor,V. Tomlinson; Whiting & Wood,Office Building,"Built in 1884, the English Office Building was originally designed to house the offices of the President, Secretary, and Treasurer. An addition was constructed in 1892, and the office spaces were rented to staff personnel in the following years. Although various repairs were completed, including the installation of a new furnace in 1904, the Public Grounds Committee recommended removing the English Office Building in 1905, a recommendation that was never carried out. In 1908, the building housed the college book store, the custodian, and the Head of the Military Department. The Office Building was connected to the central heating system in 1914, while it operated as the headquarters for the Buildings and Grounds department, and was rented to YMCA food service employees. The Music Department used the space until 1928, and in 1929, the second floor served as office space for the English Department. In 1973, the English and Speech offices were relocated, and the Office Building became the headquarters for International Education Services. ",,,,English Office Building; Ames; Iowa,42.02565338,-93.64819394,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones211_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones211_c001_th.jpg,
buildingprofile0027,,Veterinary Barn,,,1883,1899(?),200(?),,Fremont Turner,Veterinary Hospital,"The original Veterinary Barn was constructed in 1883 by F. Turner. After a new Veterinary Hospital was built in 1885, the original barn was repurposed for use by the boarding department. The Veterinary Barn was transferred to the Agricultural Department in 1892 and relocated. By 1893, the building had been moved again and repaired, though the barn's final location is unknown. ",,,,Veterinary Barn; Ames; Iowa,42.02863952,-93.64918321,,,,,,,,building,,,,
buildingprofile0028,,Gymnasium,,,1883,1886,,,,,"Construction of the Gymnasium began in 1883, and in May of that year, a student committee requested funds from the Board of Regents to complete construction and purchase equipment. The building was completed in August of 1883; however, the Gymnasium Association never raised enough funds to pay off the building's debt. In March 1886, the Gymnasium was moved to Professor Mount’s property in payment for his financing the construction. ",,,,Gymnasium; Ames; Iowa,42.02639875,-93.64900122,,,,,,,,building,,,,
buildingprofile0029,,Sloss House,,,1882,,8500,J.B. Ballenger,V. Tomlinson,The Pines,"Sloss House was constructed between 1882 and 1883, with a porch addition in 1884. Professor Charles E. Bessey was the first occupant of the house and oversaw early renovations, such as sheeting the house with tarred paper and building a woodshed, wellhouse, and a privy. Minor repairs were made in 1897, 1904, and 1915, and extensive renovations, including porch modifications and the addition of a garage, were completed in 1925. Over time, Sloss House served a variety of functions, ranging from faculty residences to student housing and academic use. ",,,,Sloss House; Ames; Iowa,42.025711,-93.64501049,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones051_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones051_001_th.jpg,
buildingprofile0030,,Laboratory of Mechanics,,,1882; 1884,,28053,J.B. Ballenger; Foster & Liebbe; Proudfoot & Bird; A.H. Kimball; Wilkins & Bussard,"V. Tomlinson; R.G. Coutts; U.S. Griffith & Son; King Bole, Inc.",Engineering Hall; Hydraulics Laboratory,"Construction of the Laboratory of Mechanics began in 1882 and continued until 1883, when it was found to be too small to accommodate the growing engineering departments. An expansion was finished in 1885, and the basement was remodeled between 1898 and 1899 to create a hydraulics laboratory. Major renovations followed in 1907, with toilet facilities added in 1923 and a one-story addition in 1933. Further remodeling in 1967 included the addition of office space and a classroom, improved laboratories, and fire escapes on the upper floors.",,,,Laboratory of Mechanics; Ames; Iowa,42.02568107,-93.65078359,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones205_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones205_c001_th.jpg,
buildingprofile0031,,Grounds Cottage,,,1882,1970,2500,Professor Knapp; Professor Budd,,Sexton Cottage; Old Horticultural Cottage; Gardener's Cottage,"The Grounds Cottage was built in 1882, with a porch added in 1886 and a water line extended to the house in 1892. It was first occupied by gardener and custodian Jerry Sexton, followed by other grounds department employees in the years that followed. The cottage was moved in 1905 to make way for a new horticulture building and relocated again in 1924. It remained in this location until it was razed in 1970.",,,,Grounds Cottage; Ames; Iowa,42.02993877,-93.64843503,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones195_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones195_c001_th.jpg,
buildingprofile0032,,Farm Laborer's Cottage,,,1882,1904,2500,Professor Knapp; Professor Budd,,Leighton House; McKay House,"The Farm Laborer’s Cottage was built in 1882 to serve the farm and horticulture departments. Repairs were made in the 1890s, including new siding, interior work, and painting. The house was occupied by William Pierce, Fred Leighton, and Professor G.L. McKay at various times. The Farm Laborer’s Cottage was sold and removed from campus in 1904. ",,,,Farm Laborer's Cottage; Ames; Iowa,42.02625674,-93.64351508,,,,,,,,building,,/objects/small/farm-laborers-cottage_001_sm.jpg,/objects/thumbs/farm-laborers-cottage_001_th.jpg,
buildingprofile0033,,Boarding Cottage East,,,1882,1907,2500,Prof. Belanger,V. Tomlinson,Kirkwood Hall; The Quarters,"The East Boarding Cottage was built in 1882 to accommodate additional students, reflecting the success of the Boarding Cottage West. The boarding house filled quickly, providing low-cost housing for students. A porch was added in 1886, and renovations completed in the 1890s expanded and updated the interior. In 1897, the East Boarding Cottage was converted into teacher housing, and in 1901, it became the football team's living quarters. Steam heat was included in 1905. ",,,,Boarding Cottage East; Ames; Iowa,42.02527437,-93.64958936,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones173_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones173_c001_th.jpg,
buildingprofile0034,,Farm Boarding Club,,,1879,1970,800,,,Horticulture Hall; Laboratory; Garden House; Faculty Club,"Built in 1879, the Farm Boarding Club building was constructed for the Horticulture Department. The two-story building included lecture rooms and office spaces, a Horticulture museum, and several storage rooms. The Horticulture Department relocated in 1894, and the Farm Boarding Club was remodeled into a residence. It became a boarding club by 1895, with water and sewer auditions in 1896. It continued as a faculty club until 1906, when it was reserved for potential hospital use. The building was moved in 1915 and later used as an employee boarding house and residence. The Farm Boarding Club building remained in use until it was razed in 1970. ",,,,Farm Boarding Club; Ames; Iowa,42.02824866,-93.64821939,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones001_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones001_001_th.jpg,
buildingprofile0035,,Fair Oaks Mansion,,,1879,1899(?),,,,Bus House,"Fair Oaks Mansion was built by students in 1879 as a small residence on the college farm. It was relocated in 1884 or 1885 and became known as the Bus House, where it was used for student housing in the early 1890s. The building was moved again in 1893 and used as a gardener’s residence. By the late 1890s, the Fair Oaks Mansion had fallen into poor condition and was eventually removed by 1899.",,,,Fair Oaks Mansion; Ames; Iowa,42.0308117,-93.64977736,,,,,,,,building,,,,
